Year,Laureate_Id_x,Firstname,Lastname,Category,Prize_Share,Motivation,Laureate_Id_y,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1947,344,Gerty,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",344,female,1896-08-15,Austria-Hungary (now Czech Republic),Prague,CZ,26/10/1957,USA,St. Louis MO,US,Washington University,St. Louis MO,USA
1947,345,Bernardo,Houssay,medicine,2,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",345,male,1887-04-10,Argentina,Buenos Aires,AR,21/09/1971,Argentina,Buenos Aires,AR,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina
1947,52,Edward V.,Appleton,physics,1,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",52,male,1892-09-06,United Kingdom,Bradford,GB,21/04/1965,Scotland,Edinburgh,GB,Department of Scientific and Industrial Research,London,United Kingdom
1947,618,André,Gide,literature,1,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",618,male,1869-11-22,France,Paris,FR,19/02/1951,France,Paris,FR,,,
1947,207,Sir Robert,Robinson,chemistry,1,"""for his investigations on plant products of biological importance especially the alkaloids""",207,male,1886-09-13,United Kingdom,Rufford near Chesterfield,GB,08/02/1975,United Kingdom,Great Missenden,GB,University of Oxford,Oxford,United Kingdom
1947,508,Friends Service Council,,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",508,org,1647-00-00,,,,0000-00-00,,,,,,
1947,509,American Friends Service Committee,,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",509,org,1917-00-00,,,,0000-00-00,,,,,,
1947,343,Carl,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",343,male,1896-12-05,Austria-Hungary (now Czech Republic),Prague,CZ,20/10/1984,USA,Cambridge MA,US,Washington University,St. Louis MO,USA
1948,346,Paul,Müller,medicine,1,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",346,male,1899-01-12,Switzerland,Olten,CH,12/10/1965,Switzerland,Basel,CH,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland
1948,619,T.S.,Eliot,literature,1,"""for his outstanding pioneer contribution to present-day poetry""",619,male,1888-09-26,USA,St. Louis MO,US,04/01/1965,United Kingdom,London,GB,,,
1948,208,Arne,Tiselius,chemistry,1,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins""",208,male,10/08/1902,Sweden,Stockholm,SE,29/10/1971,Sweden,Uppsala,SE,Uppsala University,Uppsala,Sweden
1948,53,Patrick M.S.,Blackett,physics,1,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",53,male,1897-11-18,United Kingdom,London,GB,13/07/1974,United Kingdom,London,GB,Victoria University,Manchester,United Kingdom
1949,348,Egas,Moniz,medicine,2,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",348,male,1874-11-29,Portugal,Avanca,PT,13/12/1955,Portugal,Lisbon,PT,University of Lisbon,Lisbon,Portugal
1949,209,William F.,Giauque,chemistry,1,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",209,male,1895-05-12,Canada,Niagara Falls,CA,28/03/1982,USA,Berkeley CA,US,University of California,Berkeley CA,USA
1949,347,Walter,Hess,medicine,2,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",347,male,1881-03-17,Switzerland,Frauenfeld,CH,12/08/1973,Switzerland,Ascona,CH,University of Zurich,Zurich,Switzerland
1949,620,William,Faulkner,literature,1,"""for his powerful and artistically unique contribution to the modern American novel""",620,male,1897-09-25,USA,New Albany MS,US,06/07/1962,USA,Byhalia MS,US,,,
1949,510,John,Boyd Orr,peace,1,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",510,male,1880-09-23,Scotland,Kilmaurs,GB,25/06/1971,Scotland,Edzell,GB,,,
1949,54,Hideki,Yukawa,physics,1,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",54,male,23/01/1907,Japan,Tokyo,JP,08/09/1981,Japan,Kyoto,JP,Columbia University,New York NY,USA
1950,621,Bertrand,Russell,literature,1,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",621,male,1872-05-18,United Kingdom,Trelleck,GB,02/02/1970,United Kingdom,Penrhyndeudraeth,GB,,,
1950,511,Ralph,Bunche,peace,1,"""for his work as mediator in Palestine in 1948-1949""",511,male,07/08/1904,USA,Detroit MI,US,09/12/1971,USA,New York NY,US,Harvard University,Cambridge MA,USA
1950,351,Philip S.,Hench,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",351,male,1896-02-28,USA,Pittsburgh PA,US,30/03/1965,Jamaica,Ocho Rios,JM,Mayo Clinic,Rochester MN,USA
1950,350,Tadeus,Reichstein,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",350,male,1897-07-20,Poland,Wloclawek,PL,01/08/1996,Switzerland,Basel,CH,Basel University,Basel,Switzerland
1950,349,Edward C.,Kendall,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",349,male,1886-03-08,USA,South Norwalk CT,US,04/05/1972,USA,Princeton NJ,US,Mayo Clinic,Rochester MN,USA
1950,211,Kurt,Alder,chemistry,2,"""for their discovery and development of the diene synthesis""",211,male,10/07/1902,Prussia (now Poland),Königshütte (now Chorzów),PL,20/06/1958,West Germany (now Germany),Cologne,DE,Cologne University,Cologne,Germany
1950,55,Cecil,Powell,physics,1,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",55,male,05/12/1903,United Kingdom,Tonbridge,GB,09/08/1969,Italy,,IT,Bristol University,Bristol,United Kingdom
1950,210,Otto,Diels,chemistry,2,"""for their discovery and development of the diene synthesis""",210,male,1876-01-23,Germany,Hamburg,DE,07/03/1954,West Germany (now Germany),Kiel,DE,Kiel University,Kiel,Germany
1951,512,Léon,Jouhaux,peace,1,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",512,male,1879-07-01,France,Paris,FR,28/04/1954,France,Paris,FR,,,
1951,622,Pär,Lagerkvist,literature,1,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",622,male,1891-05-23,Sweden,Växjö,SE,11/07/1974,Sweden,Stockholm,SE,,,
1951,57,Ernest T.S.,Walton,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",57,male,06/10/1903,Ireland,Dungarvan,IE,25/06/1995,Northern Ireland,Belfast,GB,Trinity College,Dublin,Ireland
1951,56,John,Cockcroft,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",56,male,1897-05-27,United Kingdom,Todmorden,GB,18/09/1967,United Kingdom,Cambridge,GB,Atomic Energy Research Establishment,Harwell Berkshire,United Kingdom
1951,212,Edwin M.,McMillan,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",212,male,18/09/1907,USA,Redondo Beach CA,US,07/09/1991,USA,El Cerrito CA,US,University of California,Berkeley CA,USA
1951,352,Max,Theiler,medicine,1,"""for his discoveries concerning yellow fever and how to combat it""",352,male,1899-01-30,South Africa,Pretoria,ZA,11/08/1972,USA,New Haven CT,US,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,New York NY,USA
1951,213,Glenn T.,Seaborg,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",213,male,19/04/1912,USA,Ishpeming MI,US,25/02/1999,USA,Lafayette CA,US,University of California,Berkeley CA,USA
1952,58,Felix,Bloch,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",58,male,23/10/1905,Switzerland,Zurich,CH,10/09/1983,Switzerland,Zurich,CH,Stanford University,Stanford CA,USA
1952,215,Richard L.M.,Synge,chemistry,2,"""for their invention of partition chromatography""",215,male,28/10/1914,United Kingdom,Liverpool,GB,18/08/1994,United Kingdom,Norwich,GB,Rowett Research Institute,Bucksburn (Scotland),United Kingdom
1952,513,Albert,Schweitzer,peace,1,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",513,male,1875-01-14,Germany (now France),Kaysersberg,FR,04/09/1965,Gabon,Lambaréné,GA,,,
1952,353,Selman A.,Waksman,medicine,1,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",353,male,1888-07-22,Russian Empire (now Ukraine),Priluka (now Nova Pryluka),UA,16/08/1973,USA,Hyannis MA,US,Rutgers University,New Brunswick NJ,USA
1952,214,Archer J.P.,Martin,chemistry,2,"""for their invention of partition chromatography""",214,male,01/03/1910,United Kingdom,London,GB,28/07/2002,United Kingdom,Llangarron,GB,National Institute for Medical Research,London,United Kingdom
1952,59,E. M.,Purcell,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",59,male,30/08/1912,USA,Taylorville IL,US,07/03/1997,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA
1952,623,François,Mauriac,literature,1,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",623,male,1885-10-11,France,Bordeaux,FR,01/09/1970,France,Paris,FR,,,
1953,514,George C.,Marshall,peace,1,"""for proposing and supervising the plan for the economic recovery of Europe""",514,male,1880-12-31,USA,Uniontown PA,US,16/10/1959,USA,Washington D.C.,US,,,
1953,354,Hans,Krebs,medicine,2,"""for his discovery of the citric acid cycle""",354,male,25/08/1900,Germany,Hildesheim,DE,22/11/1981,United Kingdom,Oxford,GB,Sheffield University,Sheffield,United Kingdom
1953,355,Fritz,Lipmann,medicine,2,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",355,male,1899-06-12,Germany (now Russia),Koenigsberg (now Kaliningrad),RU,24/07/1986,USA,Poughkeepsie NY,US,Harvard Medical School,Boston MA,USA
1953,60,Frits,Zernike,physics,1,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",60,male,1888-07-16,the Netherlands,Amsterdam,NL,10/03/1966,the Netherlands,Groningen,NL,Groningen University,Groningen,the Netherlands
1953,216,Hermann,Staudinger,chemistry,1,"""for his discoveries in the field of macromolecular chemistry""",216,male,1881-03-23,Germany,Worms,DE,08/09/1965,West Germany (now Germany),Freiburg im Breisgau,DE,University of Freiburg,Breisgau,Germany
1953,624,Winston,Churchill,literature,1,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",624,male,1874-11-30,United Kingdom,Woodstock,GB,24/01/1965,United Kingdom,London,GB,,,
1954,356,John F.,Enders,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",356,male,1897-02-10,USA,West Hartford CT,US,08/09/1985,USA,Waterford CT,US,Harvard Medical School,Boston MA,USA
1954,357,Thomas H.,Weller,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",357,male,15/06/1915,USA,Ann Arbor MI,US,23/08/2008,USA,Needham MA,US,Research Division of Infectious Diseases Children's Medical Center,Boston MA,USA
1954,358,Frederick C.,Robbins,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",358,male,25/08/1916,USA,Auburn AL,US,04/08/2003,USA,Cleveland OH,US,Western Reserve University,Cleveland OH,USA
1954,217,Linus,Pauling,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",217,male,28/02/1901,USA,Portland OR,US,19/08/1994,USA,Big Sur CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1954,217,Linus,Pauling,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",217,male,28/02/1901,USA,Portland OR,US,19/08/1994,USA,Big Sur CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1954,61,Max,Born,physics,2,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",61,male,1882-12-11,Germany (now Poland),Breslau (now Wroclaw),PL,05/01/1970,West Germany (now Germany),Göttingen,DE,Edinburgh University,Edinburgh,United Kingdom
1954,62,Walther,Bothe,physics,2,"""for the coincidence method and his discoveries made therewith""",62,male,1891-01-08,Germany,Oranienburg,DE,08/02/1957,West Germany (now Germany),Heidelberg,DE,University of Heidelberg,Heidelberg,Germany
1954,625,Ernest,Hemingway,literature,1,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",625,male,1899-07-21,USA,Oak Park IL,US,02/07/1961,USA,Ketchum ID,US,,,
1954,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",515,org,14/12/1950,,,,0000-00-00,,,,,,
1954,515,Office of the United Nations High Commissioner for Refugees,,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",515,org,14/12/1950,,,,0000-00-00,,,,,,
1955,626,Halldór,Laxness,literature,1,"""for his vivid epic power which has renewed the great narrative art of Iceland""",626,male,23/04/1902,Iceland,Reykjavik,IS,08/02/1998,Iceland,Reykjavik,IS,,,
1955,64,Polykarp,Kusch,physics,2,"""for his precision determination of the magnetic moment of the electron""",64,male,26/01/1911,Germany,Blankenburg,DE,20/03/1993,USA,Dallas TX,US,Columbia University,New York NY,USA
1955,63,Willis E.,Lamb,physics,2,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",63,male,12/07/1913,USA,Los Angeles CA,US,15/05/2008,USA,Tucson AZ,US,Stanford University,Stanford CA,USA
1955,359,Hugo,Theorell,medicine,1,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",359,male,06/07/1903,Sweden,Linköping,SE,15/08/1982,Sweden,Stockholm,SE,Karolinska Institutet Nobel Medical Institute,Stockholm,Sweden
1955,218,Vincent,du Vigneaud,chemistry,1,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",218,male,18/05/1901,USA,Chicago IL,US,11/12/1978,USA,White Plains NY,US,Cornell University,Ithaca NY,USA
1956,361,Werner,Forssmann,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",361,male,29/08/1904,Germany,Berlin,DE,01/06/1979,West Germany (now Germany),Schopfheim,DE,Mainz University,Mainz,Germany
1956,360,André F.,Cournand,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",360,male,1895-09-24,France,Paris,FR,19/02/1988,USA,Great Barrington MA,US,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,New York NY,USA
1956,67,Walter H.,Brattain,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",67,male,10/02/1902,China,Amoy,CN,13/10/1987,USA,Seattle WA,US,Bell Telephone Laboratories,Murray Hill NJ,USA
1956,220,Nikolay,Semenov,chemistry,2,"""for their researches into the mechanism of chemical reactions""",220,male,1896-04-03,Russia,Saratov,RU,25/09/1986,USSR (now Russia),Moscow,RU,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,USSR (now Russia)
1956,219,Sir Cyril,Hinshelwood,chemistry,2,"""for their researches into the mechanism of chemical reactions""",219,male,1897-05-19,United Kingdom,London,GB,09/10/1967,United Kingdom,London,GB,University of Oxford,Oxford,United Kingdom
1956,66,John,Bardeen,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",66,male,23/05/1908,USA,Madison WI,US,30/01/1991,USA,Boston MA,US,University of Illinois,Urbana IL,USA
1956,66,John,Bardeen,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",66,male,23/05/1908,USA,Madison WI,US,30/01/1991,USA,Boston MA,US,University of Illinois,Urbana IL,USA
1956,65,William B.,Shockley,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",65,male,13/02/1910,United Kingdom,London,GB,12/08/1989,USA,Palo Alto CA,US,Semiconductor Laboratory of Beckman Instruments Inc.,Mountain View CA,USA
1956,362,Dickinson W.,Richards,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",362,male,1895-10-30,USA,Orange NJ,US,23/02/1973,USA,Lakeville CT,US,Columbia University,New York NY,USA
1956,627,Juan Ramón,Jiménez,literature,1,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",627,male,1881-12-24,Spain,Moguer,ES,29/05/1958,Puerto Rico,San Juan,PR,,,
1957,68,Chen Ning,Yang,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",68,male,22/09/1922,China,Hofei Anhwei,CN,0000-00-00,,,,Institute for Advanced Study,Princeton NJ,USA
1957,516,Lester Bowles,Pearson,peace,1,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",516,male,1897-04-23,Canada,Toronto,CA,27/12/1972,Canada,Ottawa,CA,,,
1957,221,Lord,Todd,chemistry,1,"""for his work on nucleotides and nucleotide co-enzymes""",221,male,02/10/1907,Scotland,Glasgow,GB,10/01/1997,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1957,69,Tsung-Dao,Lee,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",69,male,24/11/1926,China,Shanghai,CN,0000-00-00,,,,Columbia University,New York NY,USA
1957,628,Albert,Camus,literature,1,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",628,male,07/11/1913,French Algeria (now Algeria),Mondovi,DZ,04/01/1960,France,Sens,FR,,,
1957,363,Daniel,Bovet,medicine,1,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",363,male,23/03/1907,Switzerland,Neuchâtel,CH,08/04/1992,Italy,Rome,IT,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy
1958,222,Frederick,Sanger,chemistry,1,"""for his work on the structure of proteins especially that of insulin""",222,male,13/08/1918,United Kingdom,Rendcombe,GB,19/11/2013,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1958,222,Frederick,Sanger,chemistry,1,"""for his work on the structure of proteins especially that of insulin""",222,male,13/08/1918,United Kingdom,Rendcombe,GB,19/11/2013,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1958,517,Georges,Pire,peace,1,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",517,male,10/02/1910,Belgium,Dinant,BE,30/01/1969,Belgium,Leuven,BE,,,
1958,365,Edward,Tatum,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",365,male,14/12/1909,USA,Boulder CO,US,05/11/1975,USA,New York NY,US,Rockefeller Institute for Medical Research,New York NY,USA
1958,366,Joshua,Lederberg,medicine,2,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",366,male,23/05/1925,USA,Montclair NJ,US,02/02/2008,USA,New York NY,US,University of Wisconsin,Madison WI,USA
1958,629,Boris,Pasternak,literature,1,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",629,male,1890-02-10,Russia,Moscow,RU,30/05/1960,Russia,Peredelkino,RU,,,
1958,721,Il´ja M.,Frank,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",721,male,23/10/1908,Russia,Leningrad (now St. Petersburg),RU,22/06/1990,USSR (now Russia),Moscow,RU,Lomonosov Moscow State University,Moscow,USSR (now Russia)
1958,71,Igor Y.,Tamm,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",71,male,1895-07-08,Russia,Vladivostok,RU,12/04/1971,USSR (now Russia),Moscow,RU,Lomonosov Moscow State University,Moscow,USSR (now Russia)
1958,70,Pavel A.,Cherenkov,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",70,male,28/07/1904,Russia,Novaya Chigla,RU,06/01/1990,USSR (now Russia),,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia)
1958,364,George,Beadle,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",364,male,22/10/1903,USA,Wahoo NE,US,09/06/1989,USA,Pomona CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1959,368,Arthur,Kornberg,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",368,male,03/03/1918,USA,Brooklyn NY,US,26/10/2007,USA,Stanford CA,US,Stanford University,Stanford CA,USA
1959,223,Jaroslav,Heyrovsky,chemistry,1,"""for his discovery and development of the polarographic methods of analysis""",223,male,1890-12-20,Austria-Hungary (now Czech Republic),Prague,CZ,27/03/1967,Czechoslovakia (now Czech Republic),Prague,CZ,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia (now Czech Republic)
1959,73,Owen,Chamberlain,physics,2,"""for their discovery of the antiproton""",73,male,10/07/1920,USA,San Francisco CA,US,28/02/2006,USA,Berkeley CA,US,University of California,Berkeley CA,USA
1959,72,Emilio,Segrè,physics,2,"""for their discovery of the antiproton""",72,male,01/02/1905,Italy,Tivoli,IT,22/04/1989,USA,Lafayette CA,US,University of California,Berkeley CA,USA
1959,367,Severo,Ochoa,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",367,male,24/09/1905,Spain,Luarca,ES,01/11/1993,Spain,Madrid,ES,New York University College of Medicine,New York NY,USA
1959,518,Philip,Noel-Baker,peace,1,"""for his longstanding contribution to the cause of disarmament and peace""",518,male,1889-11-01,United Kingdom,London,GB,08/10/1982,United Kingdom,London,GB,,,
1959,630,Salvatore,Quasimodo,literature,1,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",630,male,20/08/1901,Italy,Modica,IT,14/06/1968,Italy,Naples,IT,,,
1960,370,Peter,Medawar,medicine,2,"""for discovery of acquired immunological tolerance""",370,male,28/02/1915,Brazil,Rio de Janeiro,BR,02/10/1987,United Kingdom,London,GB,University College,London,United Kingdom
1960,74,Donald A.,Glaser,physics,1,"""for the invention of the bubble chamber""",74,male,21/09/1926,USA,Cleveland OH,US,28/02/2013,USA,Berkeley CA,US,University of California,Berkeley CA,USA
1960,369,Sir Frank Macfarlane,Burnet,medicine,2,"""for discovery of acquired immunological tolerance""",369,male,1899-09-03,Australia,Traralgon,AU,31/08/1985,Australia,Melbourne,AU,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia
1960,631,Saint-John,Perse,literature,1,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",631,male,1887-05-31,Guadeloupe Island,Pointe-à-Pitre,GP,20/09/1975,France,Presqu'île-de-Giens,FR,,,
1960,519,Albert,Lutuli,peace,1,"""for his non-violent struggle against apartheid""",519,male,1898-00-00,Southern Rhodesia (now Zimbabwe),Bulawayo,ZW,21/07/1967,South Africa,Stanger,ZA,,,
1960,224,Willard F.,Libby,chemistry,1,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",224,male,17/12/1908,USA,Grand Valley CO,US,08/09/1980,USA,Los Angeles CA,US,University of California,Los Angeles CA,USA
1961,76,Rudolf,Mössbauer,physics,2,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",76,male,31/01/1929,Germany,Munich,DE,14/09/2011,,,,Technical University,Munich,Germany
1961,520,Dag,Hammarskjöld,peace,1,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",520,male,29/07/1905,Sweden,Jönköping,SE,18/09/1961,Northern Rhodesia (now Zambia),Ndola,ZM,,,
1961,371,Georg,von Békésy,medicine,1,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",371,male,1899-06-03,Hungary,Budapest,HU,13/06/1972,USA,Honolulu HI,US,Harvard University,Cambridge MA,USA
1961,633,Ivo,Andric,literature,1,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",633,male,1892-10-10,Bosnia (now Bosnia and Herzegovina),Dolac,BA,13/03/1975,Yugoslavia (now Serbia),Belgrade,RS,,,
1961,225,Melvin,Calvin,chemistry,1,"""for his research on the carbon dioxide assimilation in plants""",225,male,08/04/1911,USA,St. Paul MN,US,08/01/1997,USA,Berkeley CA,US,University of California,Berkeley CA,USA
1961,75,Robert,Hofstadter,physics,2,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",75,male,05/02/1915,USA,New York NY,US,17/11/1990,USA,Stanford CA,US,Stanford University,Stanford CA,USA
1962,374,Maurice,Wilkins,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",374,male,15/12/1916,New Zealand,Pongaroa,NZ,05/10/2004,United Kingdom,London,GB,London University,London,United Kingdom
1962,373,James,Watson,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",373,male,06/04/1928,USA,Chicago IL,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
1962,372,Francis,Crick,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",372,male,08/06/1916,United Kingdom,Northampton,GB,28/07/2004,USA,San Diego CA,US,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1962,217,Linus,Pauling,peace,1,"""for his fight against the nuclear arms race between East and West""",217,male,28/02/1901,USA,Portland OR,US,19/08/1994,USA,Big Sur CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1962,217,Linus,Pauling,peace,1,"""for his fight against the nuclear arms race between East and West""",217,male,28/02/1901,USA,Portland OR,US,19/08/1994,USA,Big Sur CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1962,227,John C.,Kendrew,chemistry,2,"""for their studies of the structures of globular proteins""",227,male,24/03/1917,United Kingdom,Oxford,GB,23/08/1997,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1962,226,Max F.,Perutz,chemistry,2,"""for their studies of the structures of globular proteins""",226,male,19/05/1914,Austria,Vienna,AT,06/02/2002,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1962,77,Lev,Landau,physics,1,"""for his pioneering theories for condensed matter especially liquid helium""",77,male,22/01/1908,Russian Empire (now Azerbaijan),Baku,AZ,01/04/1968,USSR (now Russia),Moscow,RU,Academy of Sciences,Moscow,USSR (now Russia)
1962,634,John,Steinbeck,literature,1,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",634,male,27/02/1902,USA,Salinas CA,US,20/12/1968,USA,New York NY,US,,,
1963,377,Andrew,Huxley,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",377,male,22/11/1917,United Kingdom,Hampstead,GB,30/05/2012,United Kingdom,Grantchester,GB,University College,London,United Kingdom
1963,376,Alan,Hodgkin,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",376,male,05/02/1914,United Kingdom,Banbury,GB,20/12/1998,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1963,375,Sir John,Eccles,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",375,male,27/01/1903,Australia,Melbourne,AU,02/05/1997,Switzerland,Contra,CH,Australian National University,Canberra,Australia
1963,80,J. Hans D.,Jensen,physics,4,"""for their discoveries concerning nuclear shell structure""",80,male,25/06/1907,Germany,Hamburg,DE,11/02/1973,West Germany (now Germany),Heidelberg,DE,University of Heidelberg,Heidelberg,Germany
